Id,Body_new
62750324,"Serving APIs from  offers more latency benefit than serving APIs from  stack  if my understanding is correct 
Plus  cost of API-Gateway ($3 5/million call) + Lambda ($0 2/million call) == $3 7 / million call seems to be more expensive than  ($0 6 / million call) 
If both of the above observations are true  shouldnt we all migrate our API-Gateway + Lambda (for those who use this stack) to lambda@edge stack 
"
43601226,"I would like to call the  command from within an AWS Lambda function with a runtime version of Python 3 6  How can I do this 

Why dont you just use the included boto3 SDK 



 (If you do not provide anything for ContentType to ExtraArgs  the end content type will always be binary/octet-stream )
 (By default the mime type of a file is guessed when it is uploaded)




For my use case I think it makes sense architecturally and financially  but Im open to alternatives  :

downloads Git and Hugo
downloads 
runs Hugo to generate my small (&lt;100 pages) website
uploads the generated files to s3

Right now  Im able to do all of the above on a 1536 MB (the most powerful) Lambda function in around 1-2 seconds  This function is only triggered when I commit changes to my website  so its inexpensive to run 

Maybe it is already installed in the Lambda environment 

As of the time of this writing  it is not 
"
60781641,"I want to support a light-weight functionality (a DDB lookup and forward the request to backend service) supporting around peak 50 TPS with an acceptable latency &lt;1s  I was thinking about using lambda with provisioned concurrency feature  or is it better to use Fargate 
When should we prefer Fargate to Lambda with Provisioned concurrency feature 
Any pointers to cost  performance study of both the services is helpful 
"
67279181,"I am building out an e-commerce site  with next js and stripe checkout  I keep running into this error when I am going to checkout  I am using the  package as well  and Im starting to think it maybe causing the below response error from 

What is super confusing is that the checkout session in created  along with the cart and payment intent (I know this to be true because I can verify this information thru the stripe dashboard)  Currently the stripe dashboard does not indicate there is an error either 
Has anyone experienced this  and does anyone have any idea on how to fix it 
Thanks in advance 
"
61662447,"I want to develop a Web API using  NET Core that needs to be able to handle a large number of concurrent requests   Furthermore  the WebAPI needs to connect to a database   The Web API will be internal and wont be exposed on Internet 
Im considering two possibilities:  

Hosting an ASP NET Core application in Kestrel in one or more containers / EC2 instances  with or without IIS 
A serverless solution using AWS Lambda

Im trying to understand what considerations I need to be aware of that will impact the performance and cost of each of these solutions 

I understand that a Kestrel server with an application that uses async / await patterns can be expected to handle large numbers of concurrent requests   Database connection pooling means database connections can be efficiently shared between requests 
In  I read that:


I understand this questions more in terms “if AWS Lambda calls:
  response = Function(request) are thread-safe” 
The answer is yes 
It is because of one very simple reason  AWS Lambda does not allow for
  another thread to invoke the same lambda instance before the previous
  thread exits  And since multiple lambda instances of the same function
  do not share resources  this is not an issue also 

I understood and interpreted this as meaning:

Each lambda instance can only handle one request at a time 
This means a large number of instances are needed to handle a large number of concurrent requests 
Each lambda instance will have its own database connection pool (probably with only a single connection) 
Therefore the total number of database connections is likely to be higher  bounded by the Lambda function level concurrency limit 
Also as traffic increases and new lambda instances are created to respond to the demand  there will be significant latency for some requests due to the cold start time of each lambda instance 

Is this understanding correct   
"
44208268,"I have a Python 3 project which I am trying to deploy to AWS Lambda via AWS Codestar -&gt; Codepipeline -&gt; Codebuild -&gt; Cloudformation  
My project (which really just consists of a simple API Gateway handler method) imports a Python 3 (requires 3) project (newspaper)   I am using Virtualenv 15 1 0 on my home computer and if I install Newspaper with Python 3 5 and then upload to Lambda (Python 3 6 runtime)  it throws errors related to PIL / Pillow   
First it says it cant find _image  which appears to be resolved by deleting the PIL directory in site-packages  however that just results in it throwing the error that it cant find PIL 
If  however  I build with Python 3 6 and then upload to Lambda  it works just fine (whether I delete PIL or not) 
So  that appears to me that I cant install Newspaper with 3 5 and try to execute in a 3 6 runtime 
So  now I am trying to deploy via Codestar  however Codestar seems to default to aws/codebuild/eb-nodejs-4 4 6-amazonlinux-64:2 1 3  even for Python projects  and all it seems to have available in the Yum repository is Python 3 5 and of course Lambda only has the 3 6 runtime 
Even if I switch the image within Codebuild itself  there dont seem to be any images built with the Python3 6 runtime (according to the documentation)  Even the Docker images seem to lack Python 3 6 
So  I am trying to install Python 3 6 in Codebuild during the INSTALL phase in my buildspec yml file  however I cant find the python3* executable after the install 
The only other thing I can think of is to create the Codestar project  edit codebuild to use Ubuntu and then install everything (just like I did locally)  but there is no way to do that from within Codestar and I feel like that may bring me down a rabbit hole and thats hardly automated   Is there a way to make that configuration as code from within my project 
EDIT
Attempting to build and install Python 3 6 from source works  but then when trying to install Pip  I get errors saying SSL was not installed   And when looking back at the build logs  it seems other bits were not installed as well 
So  my questions here are:

How do I get Python 3 6 into a Codebuild environment provisioned from a Codestar project 
Should I continue trying to build it from source or make the switch to the Ubuntu environment 
How can I automatically configure the image / environment within my code/project 

EDIT 1 For anyone else  my complete buildspec yml for installing and using Python3 6 is below  Note  it keeps everything as quiet as possible in order to reduce the log messages  reduce Cloudwatch cost and speed up the process   I ended up shaving about 90 seconds off the whole process by doing that (installing Python and building my app)   Since CodeBuild charges based on time spent  this is crucial 

"
56591312,"I want to stream HTTP requests into BigQuery  in real time (or near real time)   
Ideally  I would like to use a tool that provides an endpoint to stream HTTP requests to and allows me to write simple Node such that:
1   I can add the appropriate insertId so BigQuery can dedupe requests if necessary and
2   I can batch the data so I dont send a single row at a time (which would result in unnecessary GCP costs)
I have tried using AWS Lambdas or Google Cloud Functions but the necessary setup for this problem on those platforms far exceeds the needs of the use case here   I assume many developers have this same problem and there must be a better solution 
"
60602511,"Im trying to print out every snapshot that hasnt got the specific Tag CostReference inside my aws account  
To Iterate through the snapshots Im using: 

So far so good the code is working  but Im also getting the public Snapshots that are owned by amazon  wich have no relevance for me 
Is there any way to filter those public snapshots 
Greets
Code for the other functions:

managedpsp is a list with valid Costreference - tags
"
43263923,"Im new to Lambda and trying to figure out how to process Stripe charge in Lambda function 
My app creates token from Stripe API and now I need to send that token to Lambda function to execute  and  
Here are the issues Im having

Im not sure how to load  into Lambda function so I can use  function
Would love to get a sample code to charge credit card by token

Thank you 
"
53990306,"I have to upload video files into an S3 bucket from my React web application  I am currently developing a simple react application and from this application  I am trying to upload video files into an S3 bucket so I have decided two approaches for implementing the uploading part 
1) Amazon EC2 instance: From the front-end  I am hitting the API and the server is running in the Amazon EC2 instance  So I can upload the files into S3 bucket from the ec2 instance 
2) Amazon API Gateway + Lambda: I am directly sending the local files into an S3 bucket through API + Lambda function by calling the https URL with data 
But I am not happy with these two methods because both are more costly  I have to upload files into an S3 bucket  and the files are more than 200MB  I dont know I can optimize this uploading process  Video uploading part is necessary for my application and I should be very careful to do this part and also I have to increase the performance and cost-effective 
If someone knows any solution please share with me  I will be very helpful for me to continue my process 
Thanks in advance 
"
42964429,"I have couple of lambda functions and all of these functions have one function common  Since it is common and most of the code is in that common function  So it is logical to consider separate lambda function for that particular function 
But It discouraged me when i think about cost prospective  I mean  invoking one lambda will automatically invoke another lambda  So one event will hire two different resources  and it does not seems me cost effective  Is it so 
"
56772299,"We have been using AWS S3 notifications to trigger lambda functions when files land on S3 and this model has worked reasonably well until we noticed that some files are processed multiple times  generating duplicates in our datastore 
We noticed that it happened for about 0 05% of our files 
I know can guard against this by performing an upsert  but what is of concern to us is the potential cost of running unnecessary lambda functions  as this impacts our cost 
Ive searched Google and SO  but only found similar-ish issues  We are not having a timeout problem  as the files have been processed fully  Our files are rather small  with the biggest file being less than 400k  We are not receiving the same event twice  as the events have different request ids  even though they are running on the same file 
"
59736237,"I have a aws lambda function which is invoked by API Gateway  The Lambda function calls external API endpoints and it sometime receives network time out while calling external API 
What is the best way to implement retry mechanism in aws lambda to handle network time out or other server side errors  Also is it good to use retry inside lambda function  which cost as per execution time 
Any recommendation is highly appreciated 
Regards
"
60787022,"I am new to aws lambda and I am moving my spring boot 2 x based project to lambda But I am struggling with lambda cold-start and warm-up  I tried a few things mentioned in this link:  but still the application takes around 45 secs to start 
Things I tried:  

Async initialization from the above link  It did help a bit but not enough   
Skip the Init phase of the lambda  It helped reduce almost 8 secs   
Provisioned concurrency but as far as I could see  it is not helping either  When I saw the logs  the spring context is getting initialized every time  if any request comes after an interval of 15-20 mins 

The response time of my lambda in different scenarios is: 

To reduce this response time  I am thinking of making a REST call to my lambda every 5 or 10 mins so as to keep the spring context in memory and that in turn would help serve the requests faster  This call will be like a health check call  very less to no processing at all 
Is this an advisable approach  Or is there a better way of achieving this goal  
I am unclear about AWS will charge in this case 
"
62238188,"Im trying to build a serverless NuxtJS app  utilizing firebase for authentication  netlify for deployment (and functions) and stripe for payment  
This whole payment-process and serverless functions on netlify is all new to me  so this might be a nooby question  
Ive followed serveral docs and guides  and accomplished an app with firebase authentication  netlify deployment and serverless functions making me able to process a stripe payment - now I just cant figure out the next step  My stripe  leads to a  route containing a success message -&gt; though here Id need some data response from Stripe  making me able to present the purchased item and also attaching the product id as a bought-product entry on the user object in firebase (the products will essentially be an upgrade to the user profile) 
Click buy product function

create-checkout Netlify function

Please let me know if you need more information  or something doesnt make sense 
tldr; Ive processed a Stripe payment in a serverless app using Netlify function  and would like on the success-page to be able to access the bought item and user information 
"
56453496,"Quickly introducing my scenario: I have a VPC that contains an API Gateway that redirects its calls to my Lambda functions and then they access both an RDS instance and external API calls (internet access) 
How its structured
Due to the fact that the functions need to access the RDS  Ive put both RDS and Lambdas in the same VPC  properly securing the RDS without public accessibility  Now  because the Lambdas are in a VPC  they need a NAT Gateway to access the internet (almost all of those functions need to call third parties APIs)  and this is where Im facing an enormous problem 
The problem
I have a small project to serve a few users (ranging from 10 to 200 users) and with the serverless setup that Ive created  Im expecting costs to be from $3 00 to $10 00 each month  Thats the cost without a single NAT Gateway  Now  and if we add the price of a Gateway  which is  - and Im not even taking into consideration the $0 045 per GB of data transferred -  thats &gt;$30 per month  It would be dumb of me to not create another to be Multi-AZ and mitigate possible availability zone failure - so &gt;$60 00 for 2 NAT Gateways  
This is not only impractical for me  but wouldnt it also invalidate the point of the whole serverless structure that normally follows an on-demand approach 
How to solve this 
One of my alternatives is to move the Lambdas out of the VPC (meaning no VPC) and accessing the RDS through some mechanism without making it publicly accessible - and here is where Im also failing  how would one securely access the RDS in the scenario where Lambdas functions are outside the RDS VPC 
In the worst case scenario - I know its bad to expose my RDS to the public - but how big of a vulnerability is exposing it 
Keep in mind that Im not blaming AWS prices  this is solely focused on finding alternatives to the NAT Gateway one - I appreciate suggestions to solve this case  Also  Im sorry if I made a totally wrong assumption  Im new to the AWS ecosystem 
"
69707921,"I have registered a free tier AWS Lambda account and created a simple  public service for me and others to play around with  However  since I do not know yet how usage is going to be  I want to be careful for now  Otherwise someone could simply flood my service with one million requests and I get billed for it  Id rather not have the service available 
Therefore  I want to create a budget action that shuts down all services as soon as $0 01 is exceeded  The way Ive done this is that Ive granted the Lambda service role (which was auto-created when I setup the lambda service) the budget permission (budgets amazonaws com) and then have an IAM action setup that adds the  managed policy to the role itself once the budget is exceeded 
This does not seem to work  If I manually attach the  policy  the Lambda service still is available  My understanding of the roles/policies system may be also fundamentally wrong 
How can I achieve a total shutdown action that can be triggered from a budget alert 
"
69109082,"I have a chatbot that I made with selenium  This chatbot should work on multiple users  At the same time  I need to pull and push data from the chatbot  And I want users to be able to command the bot whenever they want  Closing the bot  Writing a message  etc 
When the button is pressed from the panel  I want to raise the bot to its feet  I thought of many ways to do this  Django Celery build  Heroku  Docker Container or Aws Lambda Container   With which platform can I ensure that the bot works perfectly  that the communication takes place and that the cost is the least  Do you have a previous source 
"
45944285,"I am looking for a place to buy/sell AWS lambda/azure functions/google functions scripts  Does anyone know if such a thing exists  Would anyone else be willing to pay for this 
"
62065707,"I am looking into different FaaS providers and am interested how much disk space I have per function  A function in AWS Lambda has 512 MB of disk space available (see ) and Azure functions have up to 1000 GB of disk space  depending on the pricing model (see ) 
How much does a GCP Function have  
When searching the documentation  I could only find that functions do have disk storage  but not how much (see ) 
"
69674140,"Im using axios in a lambda function to download a file from a user provided url  Obviously that file could be any size  and might be served at any speed  I am concerned that might create Denial of Service and Denial of Wallet risks 
I dont know if aws have any charges for lambda ingress  I havent been able to find a definitive answer yet  Even if they dont though  large uploads could still force my lambdas to run for longer (costing me money) and potentially pushing me up against the rate limits I have set  in part  to mitigate flooding attack risk (denying people service) 
Likewise  very slow downloads might cause my lambdas to run til they time out  My timeouts are set fairly high because there is processing to do once the file is downloaded  Id rather bale after a small handful of seconds as the input data should always be small and fast 
So what I want is for downloads to abort if they hit a preset maximum size in bytes OR a maximum download time 
If adding these limits isnt possible with Axios then Im open to using different libraries like node-fetch 
"
66060449,"Im making a lambda function that will generate a pdf file that then needs to be sent to S3 
The file is generated in the lambda function  so I cant use a pre-signed url to upload it from the client since the client does not have the file  The file generated will not be on the range of 512MB (lambda /tmp storage limit) but will be more than 6MB 
Im not sure yet if i should convert this to a container instead since lambda has a maximum request payload of 6MB 
One idea that came to mind is to use s3 multipart-upload and upload the parts into chunks of 4MB 
Does that actually solve the problem though  Or should i just create a container instead 
Taking into account lambda cost savings having a way to go around the lambda 6MB limit would be very beneficial in my case 
"
48630799,"I have a Lambda that is generating and returning a value  This value can expire  Therefore I need to check the values validity before returning 
As generating is quite expensive (taken from another service) Id like to store the value somehow 
What is the best practice for storing those 2 values (timestamp and a corresponding value) 

DynamoDB  but using a database service for 2 values seems to be a lot of overhead  There will never be more items; The same entry will only get updated 
I thought about S3  but this would also imply creating a S3-Bucket and storing one object containing the information  only for this 2 values (but probably the most lean way )
Would love to update Lambdas configuration in order to update the environment variables (but even if this is possible  its probably no best practice   Also not sure about inconsistencies with Lambda runtimes   )

Whats best practice here  Whats the way to go in terms of performance 
"
42877521,"There are a few pieces of my app that cannot afford the additional 1-2 second delay caused by the freeze-thaw cycle that Lambda functions go through when theyre new or unused for some period of time 
How can I keep these Lambda functions warm so AWS doesnt have to re-provision them all the time  This goes for both 1) infrequently-used functions and 2) recently-deployed functions 
Ideally  there is a setting that I missed called keep warm that increases the cost of the Lambda functions  but always keeps a function warm and ready to respond  but Im pretty sure this does not exist 
I suppose an option is to use a CloudWatch timer to ping the functions every so often    but this feels wrong to me  Also  I dont know the interval that AWS uses to put Lambda functions on ice 
"
56067806,"Lets say in my client I have a list of PKs :

And I need to get the objects that have these corresponding PKs 
I can think of 3 ways :
Transaction
Using TransactGetItems  I can fetch 10 items at a time  so I would just get each item individually untill I get them all
Batch get Items
Same as Transaction  but not transactional and I can fetch 25 items at a time 
Query with filter (probably messy)
I could instead have a GSI that has a immutable attribute as Partition key  and set the original Partition key as a attribute  and I could just chain a bunch of ORs in the condition expression 
For example (boto3):

Now  according to the pricing page :

DynamoDB charges one read request unit for each strongly consistent
  read (up to 4 KB)  two read request units for each transactional read 
  and one-half read request unit for each eventually consistent read

Im not sure what 1 read is  does it considers every object returned or every object scanned  Will each different request be 1 RCU at minimum or do they sum untill it reaches 1 RCU 
Which of the 3 examples above would be the cheapest following DynamoDB pricing system  Is there another way of doing this 
Bonus points for the calculation 
"
55702144,"Ive just figured out a big mistake I had while creating the dynamodb structure 
Ive created 11 tables  whereas one of them is the table mostly refereed to and the others are complementary tables 
For example  I have a table where I hold names (together with other info) called Names and another table called NamesMappings holding all these names added to the Names table so that each time a user wants to add a name to the Names table he first tries to put the name in NamesMappings and only if it succeed (therefore this name doesnt exist) he can add the name into the Names table  This procedure helps if the name is not unique and is not the primary key in the Names table and with this technique I dont have to search inside the Names table if the name exists  but instead I can try to add it to the NamesMappings table and only if it succeed I know this is a unique name 
First of all  I would like to ask you if this is a common approach or there is a better one 
Next  I figured out that with this design I soon reached to 11 tables each has 5 provisioned capacity of read and write which leads to overall 55 provisioned read and write under the free-tier  Then I understood why I get all these payments each month  because as the number of tables is getting bigger  and I leave the provisioned capacity as default (both read/write capacity are 5) I get more and more provisioned capacity 
So  what should be my conclusion from this understanding  Should I try to reduce the number of tables even if it takes more effort to preform scanning and querying inside the table  Or should I split the table same as I do but reduce the capacity of these mappings tables used only for indication if an item exists or not in another table 
"
38982603,"What is a good way to deploy a WebSockets client on AWS 
Im building an app on AWS which needs to subscribe to several WebSockets and several REST sources and process incoming messages (WebSockets) or make periodic requests (REST)  Im trying to go server-less and maximize use of AWS platform services  to eliminate the need to manage VMs  OS patches  etc  (and hopefully reduce cost) 
My idea so far is to trigger a Lambda function every time a message arrives  The function can then transform/normalize the message and push it to an SQS queue for further processing by other subsystems 
There would be two types of such Lambda clients  one that subscribes to WebSockets messages and another that makes HTTP request periodically when invoked by a CloudWatch schedule  It would look something like this:

This approach seems reasonable for my REST clients  but I havent been able to determine if its possible to subscribe to WebSockets messages using Lambda  Lambdas can be triggered by IoT  and apparently IoT supports WebSockets now  but apparently only as a transport for the MQTT protocol:

What is the best/easiest/cheapest way to deploy a WebSockets client without deploying an entire EC2 or Docker instance 
"
45209250,"Im building an API that will act as a proxy to n underlying APIs that all do the same thing   It will use  pattern to determine when one of the underlying APIs is unavailable  therefore the proxy API will have state  One solution is to run the API on AWS lambda and store the circuit breaker state in AWS ElastiCache  
Is there another more cost effective solution that would not require me to run an always on service like ElasticCache 
"
46916670,"I have a lambda that is coded in python 3 6 with some SQL queries in it to parse to aws Athena  This lambda will be triggered by a dynamoDB whenever there is a new item that falls into dynamodb  For each new item  I want to spin up a lambda  For suppose  if there are 100 new items that fall into DynamoDB- there will be 100 concurrent Lambda that will execute  But in this process  there was a moment where one of the SQL query failed in Athena and lambda cannot complete the calculation for that dynamodb record  
Note: the data of each record in dynamodb will be parsed to SQL queries in python and to AWS ATHENA 
My question: When there is an error in one of the concurrent Lambdas how do I stop this process  the lambda is repeating the execution for the same record which is costing me  
"
61040234,"Is there a way to get current status from an AWS account either through AWS cli or programmatically 
I am conducting some research in relation to FaaS and would like to get and log the cost after each experiment but havent been able to find a solution for this  
Would really appreciate if somebody could point me in the right direction here :)
Thanks 
"
58805577,"I am trying to come up with a solution for aws cost optimization  I am able to do it with cloudwatch rule and Lambda  this approach is working fine if I have to directly stop the instance and no auto-scaling group is associated with that instance 
Problem is when we are  managing the instances using auto-scaling group  I am able to scale up the only instance associated with one auto-scaling group at one time using lambda  My use case is that I have to scale up multiple instances associated with multiple auto-scaling groups using lambda 
There is one method which aws provide to update the autoscaling configuration as below:


But this way I can only update the configurations of 1 auto-scaling group at one time  Is there any way we can do it for multiple instances associated with multiple auto-scaling groups 
"
48269652,"I have an application running in N Virginia Region  I want to configure Regional failover such that if my N Virgina region or application goes down  same application should come up secondary Region  Initially secondary Region should not have any resources  May be we can only have a CloudFormation template for application or an Lambda function in secondary Region which could bring up all the resources in secondary Region 
For data replication between regions  I will have snapshots of EBS copied periodically to secondary region  and will run a Read replica of RDS in secondary region  But I want  EC2  Loadbalancer  EBS and other resources to spin up on failover 
My primary concern is to achieve Region level high availability without having to spend cost on secondary Region until failover happens 
"
62663403,"I have a python script which copy files from one S3 bucket to another S3 bucket  This script needs to be run every Sunday at some specific time  I was reading some of articles and answers  So I tried to use AWS lambda + Cloudwatch events  This files run for minimum 30 minutes  would it be still good with Lambda as Lambda can run max 15 minutes only  Or is there any other way  I can create an EC2 box and run it as a Cron but that would be expensive  Or any other standard way 
"
41479792,"I am just looking for ideas on how to solve one specific thing Id like to build 
Say I have two sets of items  Each item is just a couple of lines of JSON  Any time an item is added to one set I immediately (well  almost) want to process this against the full other set  So item is added to set A: Process against each item in set B  And vice versa 
Items come in through API Gateway + Lambda  Match processing in Lambda from a queue/stream 
What AWS technology would be a good fit  I have no idea and no clear pattern on when or how often the sets change  Also  I want it to be as strongly consistent as possible  And of course  I want it to be as serverless and cost-effective as possible  :)
Options could be:

sets stored in Aurora  match processing for a new item in A would need to query the full set B from the database each time
sets stored in DynamoDB  maybe with DynamoDB stream in the background; match processing for a new item in A would need to query the full set B from Dynamo; but spiky load  not a good fit because of unclear read/write provisioning
have each set in its own static Kinesis stream where match processing reads through items but doesnt trim  Streams to be replaced with fresh sets regularly

My pain point is: While processing items from A there might be thousands of items in B to be matched  And I want to avoid having to load the full set B from some database every time I process an item from A  I was thinking about some caching of sets but then would need a good option to invalidate that cache whenever something changes  
"
54961279,"We have a aws lambda function that processes some data and incase there is an error it sends out an email 
We experienced a surge of email from the lambda function so we changed the script and disabled the part where it sends email    Unfortunately we still see the emails comming in 
So we deleted the function and we still keep receiving the error emails 
How can the lambda function still be running    Would i be experiencing charges since the function is running 
John
"
61664757,"I have a nextjs app that Im using to process stripe payments that Ive deployed to Vercel  The app is simply a form with tons of functionality built in but requires the use of an api (which is why Im using nextjs)  What is the best way to get this into a php site  I need to access the nextjs api in order to communicate with stripe  Otherwise I would have just built the react app in the php site and rendered it on the page in question per usual  Ive never done this before  so please any recommendations would be huge 
Here are the options Ive come up with: 

iframe  Ive never been a huge fan of these  but figured this was an option  I can render my app via iframe on the php site  
use the vercel deployed nextjs app strictly for the api and build the react form into the php site  Then I would simply change the api requests to point to the vercel deployed nextjs app instead of a local api 

Are there better more efficient methods  
"
71486476,"I have 8 TB of on premise data at present  I need to transfer it to AWS S3  Going forward every month 800gb of data will be required to update   What will be the cost of the different approaches 

Run a python script in ec2 instance 
Use AWS Lambda for the transfer 
Use AWS DMS to transfer the data 

"
62765780,"I have created a model endpoint which is InService and deployed on an ml m4 xlarge instance  I am also using API Gateway to create a RESTful API 
Questions:

Is it possible to have my model endpoint only Inservice (or on standby) when I receive inference requests  Maybe by writing a lambda function or something that turns off the endpoint (so that it does not keep accumulating the per hour charges)

If q1 is possible  would this have some weird latency issues on the end users  Because it usually takes a couple of minutes for model endpoints to be created when I configure them for the first time 

If q1 is not possible  how would choosing a cheaper instance type affect the time it takes to perform inference (Say Im only using the endpoints for an application that has a low number of users) 


I am aware of this site that compares different instance types ()
But  does having a moderate network performance mean that the time to perform realtime inference may be longer 
Any recommendations are much appreciated  The goal is not to burn money when users are not requesting for predictions 
"
65906702,"Seems a little inefficient the way it currently is:

Lets say the userService and friendsService are configured on different API Gateway endpoints 
Then wouldnt that make the network request take longer than if I were to just package my entire backend into one zip file thats uploaded to AWS Lambda 
Seems like this is very inefficient 
Is there a way to call other lambdas without having to make a network request  I understand putting the lambdas/gateway in the same VPC as the main Gateway endpoint exposed to the internet  but this is expensive 
Anyway to do this more efficiently 
"
58498009,"Consider my Lambda package size is 100 mb (unzipped) and on its invocation  it uses say x mb  So will I be charged for the memory slot w r t (x + 100) mb OR only x mb 
"
65309501,"I am implementing the server side of my app in azure functions  I usually make a lot of smaller private functions(e g parsing data) to keep my code clean and improve usability and readability but working in azure functions is making me wonder what are the best practices in the current scenario 
Should I make smaller private functions and do they incur additional cost when called from my main http trigger functions or should I put all code in the http trigger function  The latter seems like a very unintuitive approach 
"
54562914,"Im trying to take advantage of db connection reuse in Lambda  by keeping the code outside of the handler  
For example - something like: 

The issue is I dont decide what database to connect to until I do a lookup to see where they should be connecting  In my specific case I have customer=foo in a query param then I can look to see that foo should connect to database1  
So what I need to do is something like this : 

The way it is now I need to do this in every handler method which is expensive  
Is there some way I can pull the query parameter  look up my database and set it / switch it globally within the Lambda execution context  
Ive tried this: 

Everything works locally with  but doesnt work through the AWS Lambda execution context  Thoughts  
"
63925195,"I am working on a node js back-end for an application where customers make requests for a certain service  Once they make a request  the payment amount get held on Stripe  then get captured once the service is delivered 
But if the service was not delivered within a certain number of days  the request get canceled (on database) and the payment get released 
For that  I needed an external service which allows me to schedule a call (once) to an API (of mine) programmatically for each customer request 
This way I can schedule a call for each customer request to run on the final date of that request while holding its info  My API can then use that info to check the status of the request and make the required changes to the database as well as payment release in case the service was not delivered 
I Knew that I can do this by scheduling a rule (problematically via the put-rule command using the aws-sdk) that triggers a lambda function which execute against my API  but I need an example on how to do this Knowing that Ill be passing an API parameter (which is the request_id) from the cloudwatch event to the lambda function 
"
69420211,"According to the AWS Solutions Architect labs that I am currently following  AWS Lambdas are ideal for IoT applications 
Im unclear on why this is 
Is it because the compute capacity of such devices are typically very limited so it makes sense to offload processing to the cloud 
If this is the case  why is Lambda more effective for the purpose than a more typical server running on EC2 or EKS 
Is this assessment based purely on the costing model 
"
61587158,"Actually i want to reduce AWS bill  I am using some of the instances in my project  I want a notification after certain time period(every 3rd/4th hour) on my login email id and shutdown on a particular time duration  So  how can i do this  

"
69246714,"I have two AWS accounts with VPCs connected with peer connections  I have RDS Proxy on account 1 and Lambda in the private  isolated subnet on account 2 
I cannot figure out how to connect to RDS Proxy  I was trying all possible VPC endpoints and interfaces and whatnot 
The only way I managed to connect was through NAT Gateway  but its expensive  And to be honest  weird  if I want to keep a private network 
Is it possible to have a PrivateLink or something 
How should I connect to RDS Proxy from Lambda 
I have attached the CF template (I hope I cleaned it from all sensitive data 😑):

"
53203024,"Using ExpressJs and ClaudiaJs I have published a web server to AWS Lambda  This servers job is to process Stripe payments  I am trying to get my React SPA to submit the Stripe checkout from the client  but am receiving a CORS error when I try to submit  
How can I avoid this CORS error  I would imagine I need to either publish both client and AWS server on the same TLD (not sure how to make that work)  or Id need to disable CORS on the server (but that seems insecure) 
Stripe server call:

Form submission

"
55871395,"Lets say I have an app where  can make   I store these in a single DynamoDB table using the following design:

When a  makes a   my Lambda function receives the following data:

My question is  should I first verify that the  exists before adding the  to the table by using   This would make sure there wont be any orphaned   but also the function will require both a read and write unit  
One idea I have is to just write the   potentially allowing orphaned   Then  I could have another Lambda function that runs periodically to find and remove any orphans 
This is obviously a simple case  but imagine a more complex system where objects have multiple relationships  It seems it could easily get very costly to check for relationship existence in these cases 
"
63936826,"Heres my thing:
I got 2 functions A &amp; B:

A is in a default Lambda VPC  provided by AWS  that has open internet access
inbound and outbound
B is in a specific VPC with a RDS DB  with inbound access but no
Internet access (no NAT Gateway) 

The process is this :

A sends data to B (via API Gateway) while B inserts that data in a RDS Database
B is supposed to send confirmation (via another API Gateway) of whether its okay or not but A keeps getting a 502 error (timeout I guess) 

At first I thought it was a stupid Lambda proxy output format error but now I realised its more serious than that 
Im looking for some easy/cheap way out (im a student on a budget and this is a PoC)  Is there some kind of easy solution to this problem 
"
52834146,"Im using IoT Core for recieve MQTT and HTTPs petitions
Now I want to use something similar to azure cloud services to listen all the time from a devices whose send me data through UDP/TCP
It would be possible to use a Lambda function  Maybe this will be too expensive because it could be called thousands of times per day 
If I use an EC2  how I could do it to receive and then send this data  for example  to S3/DynamoDB 
"
53811923,"I am accessing  service from my   code  Here I set my lambda concurrency as 1  
Since creating/closing database connection is an expensive process  I have created the  connection and made it static  So it will reuse the same connection every time  I havent added the code to close the connection  
Will it cause any problems  
Will it automatically close after some days 
"
53629318,"Question
Ive read  and  and  articles  But they provide contradictory answers to the question: how to customize partitioning on ingesting data to S3 from Kinesis Stream  
More details
Currently  Im using Firehose to deliver data from Kinesis Streams to Athena  Afterward  data will be processed with EMR Spark 
From time to time I have to handle historical bulk ingest into Kinesis Streams  The issue is that my Spark logic hardly depends on data partitioning and order of event handling  But Firehouse supports partitioning only by  (into Kinesis Stream)  not by any other custom field (I need by )  
For example  under Firehouses partition  I can get data for the last few years  
Workarounds
Could you please help me to choose between the following options 

Copy/partition data from Kinesis Steam with help of custom lambda  But this looks more complex and error-prone for me  Maybe because Im not very familiar with AWS lambdas  Moreover  Im not sure how well it will perform on bulk load  At  it was said that Lambda option is much more expensive than Firehouse delivery  
Load data with Firehouse  then launch Spark EMR job to copy the data to another bucket with right partitioning  At least it sounds simpler for me (biased  I just starting with AWS Lambas)  But it has the drawback of double-copy and additional spark Job 

At one hour I could have up to 1M rows that take up to 40 MB of memory (at compressed state)  From  I know that Kinesis to Lambda event sourcing has a limitation of 10 000 records per batch  Would it be effective to process such volume of data with Lambda 
"
69042070,"I am stuck in my current situation: I have a regular Aurora MySQL RDS cluster and some apps that make use of it (some query the database constantly)  now I also have a Next js application hosted on Vercel  this moment I realised I cannot connect to the database in my serverless functions 
How can I deal with this situation  I figured one easy way would be to migrate to Aurora serverless but I think that will be expensive because of the apps that constantly query the database (both the serverless function and apps should access the same data)
"
